"<empty_1>","Word","Example","Class"
2008,"2600","a leet h4x0rs number",2
2009,"chode","A round, Dinner plate size,as large as 1 inch. Very wide , Very short",2
2010,"retarted","combination of the words 'retarded' and 'tart' - someone who is a preppy idiot",2
2011,"wardriving","the practice of people driving around cities looking for insecure wireless networks",2
2012,"warchalking","a practice in which hackers draw a symbol in chalk on a wall or pavement to indicate the presence of a wireless networking node.",2
2013,"bizznotch","a playful and jokingly way of saying bitch",2
2014,"schnikes","Euphemism for 'shit'.",2
2015,"boy howdy","General expression/interjection, similar in usage to 'wow,' 'oh, man,' or 'yep'.",2
2016,"Jawns","A woman's breasts",2
2017,"Old Head","An old person",2
2018,"weenie","a kid who always goes in when losing in a game or got hurt",2
2019,"FFS","Acronym for, for fuck's sake.",2
2020,"pud'n","What little puppies are filled with",2
2021,"pud'n","What i through up after lunch",2
2022,"crack head","a person who does to much crack",2
2023,"coin","To be inebriated. To be under the influence of illegal substances.",2
2024,"31337","Hacker lingo for 'elite.' Numerical form of ELEET.",2
2025,"Gerkin","what we call pickles down under",2
2026,"frag","1. to kill an enemy in a single person shooter computer game. ;; 2. to throw a grenade in your officer's bunker and obliterate your officer.",2
2027,"IBM","International Business Machines ;; I've Been Misled ;; Idiots Become Managers ;; I've Been Misinformed ;; I'm Being Mocked",2
2028,"Brainfart","Adj. Used to describe a temporary loss of short-term memory.",2
2029,"Starvin'","Drawing unneeded attention to your stupid ass. Usually by bragging about yourself.",2
2030,"Fart pipe","Anus, backside, butt, ass, etc",2
2031,"buttrat","Generic Nordberism, derogatory term.",2
2032,"blau","Somethin you yell out when you hella kick ass at something, guy.",2
2033,"Knob End","A complete cock (usually male).",2
2034,"Woofer","An unnatractive female.",2
2035,"Stroker","A wanker.",2
2036,"Bucket Fanny","A large female sex organ.",2
2037,"Gravity Warrior","Someone so fat that they are always battling with the force of Gravity. (a fat fucker) ;; Possibly a good name for a fat superhero.",2
2038,"torque","verb - to smoke a drug, usu. crystal meth.",2
2039,"drop a duce","take a shit",2
2040,"the crapper","the bathroom",2
2041,"cans","boobs",2
2042,"hummer","expensive vehicle",2
2043,"git","idiot",2
2044,"warezor","a person who like to [warez].",2
2045,"shlong","a male penis",2
2046,"puntang","a reference to a womans vagina",2
2047,"IBM","A company that rocks, on the cutting edge of research and development. ;; * Idiots Bitch Mercilessly (about IBM's dominance) ;; * It's Bill (gates), Motherfucker! ;; * Inventiveness, Brains, and Moxie ;; * I Blast Mutha Fuckas ;; etc.",2
2048,"gouranga","be happy.",2
2049,"poopwhore","a female that likes it up the pooper",2
2050,"Have Some Cheese!","the expression yelled prior to launching a rotten cheeseball out of a movie car, normally directed at a pedestrian",2
2051,"BSOD","blue screen of death",2
2052,"PC","personal computer, always giving you problems",2
2053,"pr0k","A verb, a nouns, an adjective, an action, a thing, an animal, an organ, a planet, a system, a concept, a god, a being, pr0k is anything you can think of, to define what's pr0k, it is easier to define what's not pr0k, like the ghey snarky, those sob delpigs. Everything else is pr0k. www.pr0k.net",2
2054,"hmm ja","Unconcerned and bored expression of acknowledgement. uncaring, blase",2
2055,"fwaaaf","Used to divert attention to a beautiful woman in immediate vacinity, number of a's depends on effect needed.",2
2056,"spunken","Meaning great! Exciting!",2
2057,"bog","Toilet bowl",2
2058,"fwaaf","Female genitalia. Of the female.",2
2059,"facial","To cum on someone's face. Often used in conjunction with 'cumshot'.",2
2060,"cumshot","Ejaculation.",2
2061,"bestiality","Having sexual contact with animals.",2
2062,"pedo","A person who is sexually attracted to children. ;; Short for pedophile.",2
2063,"shrimping","To lick or suck on someone's toes.",2
2064,"snid","1.) n. -- a vagina ;; 2.) n. -- a female",2
2065,"mams","n. -- female breasts",2
2066,"minging","ugly,horrible, disgusting",2
2067,"minger","A person with a very ugly face",2
2068,"scrot","Scrotum. Part of the male genitalia.",2
2069,"magwafta","a females vagina",2
2070,"lagoon donkey","a fucking ugly woman",2
2071,"Pythonesque","Seeking the complete abstract form of humor. Mostly residing in sequences of humorous material that isnt in the slightest related to one another...",2
2072,"Blargh","A more defined and rougher form of the word 'Bla'... Mostly used as an insentive to discontent feelings, or as a illiterate substitute for 'STFU'...",2
2073,"Queef","A fart from the vagina! AKA a VART! I love to queef!",2
2074,"rope","pipe.",2
2075,"undertime","1. A term used to designate the time a partcularly skanky female radio personality spends under her male clients.",2
2076,"blunt","Cigar hollowed out and filled with marijuana, can be smoked in public (somewhat)inconspicuously.",2
2077,"gaffle","to steal",2
2078,"circus fat","when one is sooo fat that that individual belongs in the circus or some sort of carnival setting",2
2079,"sweater kittens","another word for boobs, awesome ones. sometimes referred to as 'sk's'",2
2080,"yannons","uge boobs that are so yummy and cannonish that when you see them you go 'nice fucking yannons'",2
2081,"highway head","when a sloung yut gobbles your mule while you drive. usally ends up in either a) a 12 car pile up or b) you shooting all over your steering wheel.",2
2082,"bathing suit area","the parts of the body usually covered by a bathing suit that are fun to touch",2
2083,"zoid","one who plays video games to the point where his/her eyes start to bleed",2
2084,"land monster","someone that is so huge and awful they remind everyone of a giant beast that use to roam the earth in prehistoric times. they don't know how to clean themselves and shit every where.",2
2085,"nice t's","a beautiful set of sweater kittens. you say it to girls but you don't want them to get all high and mighty so they don't blow you later so after saying 'nice t's' you say 'not you'. sure it's cruel and gets there hopes up, but in the long run, it helps you in your quest to nail them in the seat.",2
2086,"Nice T's","A phrase often said to women with gaint TITS, usually after a few beers. Sometimes said sober by those with no morals and a lack of respect for themselves and humanity. Although usually followed by a statement of '...not you' to throw off the female with the the giganitc love ballons",2
2087,"Whore","Someone who does something excessively.",2
2088,"schmere","This word can be used in 3 different ways: ;; 1)Can replace the work 'Thingy' ;; 2)Explaning the direction of something ;; 3)Whatever",2
2089,"moof","The bark of a dogcow.",2
2090,"pull tubes","to smoke from a tube shaped bong or waterpipe",2
2091,"smash","to drop a load, to take a number 2, to shit, to poop",2
2092,"skeg","Repulsive substance of unknown origin; state of uncleanliness, possibly due to residual bodily fluids having dried on the skin.",2
2093,"bills","Boxer Shorts",2
2094,"cb","crazy bizotch",2
2095,"pfs","pretty fuckin' scary",2
2096,"fireball","liu kang's move from mortal kombat in which he launches a ball of fire at someone's face",2
2097,"tacklin' fuel","mary jane (the good kind)",2
2098,"shizzam","yeah, right on, it's hitting as in mary jane",2
2099,"chibby","marijuana",2
2100,"religion","what the man uses to keep u down",2
2101,"booty","plunder",2
2102,"plunder","the goods you get from many a grand treasure hunt",2
2103,"fuck off","An exclamation of anger.",2
2104,"kelpsy","a word I once heard a german porn star call his lover.",2
2105,"meeple","A cutesy, girlish-sounding word taken from the German game Carcassonne, this word has been adapted to have many meanings, such as 'That sucks' or 'Oh crap.' It can also be a verbal expression of a sigh or puppy-dog face. Whatever the usage, the word is usually expressing sadness or disappointment.",2
2106,"IBM","Infinitely Boring Meeting",2
2107,"poosy","Slang for 'vagina' said by those hesitant to actually say 'pussy.'",2
2108,"Mo betta'","To attain a status better than the original.",2
2109,"Womp","To pound ones arse. ;; Verb: 'Johnny womped Sarah' ;; Proverb: 'What the womp is a proverb?' ;; Pronoun: 'Please let me touch your womp' ;; ZAP!: ' DONT MAKE ME WOMP YOU!'",2
2110,"fuck off","to fuck someones head off",2
2111,"4:20","n. the day you pay the pusher man for some dank and bake until the world changes colors",2
2112,"Desk","1. Object of fornication ;; 2. Convenient place to stab someone and store their body without those bloody police ever knowing! ;; 3. Large flat surface on which you perform tasks assigned to you.",2
2113,"smoked out","to go in a room, car, or other relatively small area and seal all the exits, then smoke your dank 'till the place of gathering is entirely filled w/ smoke",2
2114,"k hole","To have used to much of the drug ketamine (special K) and lost sense of time and space, balance, verbal skills.",2
2115,"prospects","attractive women,aka talent",2
2116,"Ninja","Ancient Japanese warrior, well trained in the art of stealth. Some tools of the trade include shuriken, swords, daggers, and knives. Ninja were part of a clan.",2
2117,"choda","The fleshy area between the vagina and the anus.",2
2118,"otay","synonym of ok",2
2119,"digging","if you want someone else to do your digging for you, ask your question at answers.google.com",2
2120,"Rimjob","The act of cleaning or polishing ones bicycle rims.",2
2121,"dry","unfortunate; unlucky; lacking; being without something",2
2122,"butters","Ugly",2
2123,"car","1) Form of 4-wheeled transportation ;; 2) Knob on wheels for sexually inadequate men ;; 3) Device for destroying the environment",2
2124,"politician","Person who so desires power that they have lost all notion of morality and will now do or say anything to acquire more power.",2
2125,"technogypsy","Some who lives a mobile life using communications technology to allow teleworking from anywhere in the world.",2
2126,"Tony Blair","Governor of the 51st State of the USA",2
2127,"fuckwit","Literally, one whose wit (intelligence) is fucked. Generally used as a term of abuse. ;; See also [fucker], [wanker], [politician], [arsecandle]",2
2128,"microsoft","Organisation bent on world domination masquerading as a software company. ;; See also [Bill Gates]; [Windows]",2
2129,"government","Organisation that is fucking your life up, fucking the world up and must be destroyed.",2
2130,"troll","One who posts a deliberately provocative message to a [newsgroup] or [message board] with the intention of causing maximum disruption and argument",2
2131,"newsgroup","An individual area of Usenet containing text posting vaguely related to the defined subject for the newsgroup. Web equivalent is a [message board]",2
2132,"message board","Web based forum for posting opinions and argument - mostly of an irrelevant nature",2
2133,"Bollocks","1) The ultimate verbal expression of frustration ;; 2) Utter rubbish ;; 3) 'dog's bollocks' - can't be bettered",2
2134,"manager","Someone too incompetent to do any real work but who now has the authority to fuck up the work of those who aren't",2
