,Title,Text,Class
524,d.r.k,"d.r.k stands for dirty rat kid . One who somewhat looks like a scene kid with long straightened hair but dirty in a sense of abusing weed and other drugs frequently . There are many types of ways d.r.k 's can look like . d.r.k 's also do not do well in school . ; ; mainly used as an offensive word , to make fun of . ",0
526,dacca,"A slang term occasionally used for [cannabis ] , but which is rarely used ; ; other slang terms more commonly used are [weed ] , [grass ] , [pot ] , [ganja] , punk ( in the UK) ",0
527,dack,"See [weed ] , [pot ] ",0
528,daddyfatsacks,A supplier of marijuana ,0
530,dadornta,"dadornta : weed , grass , pot , chronic...dadornta does not mean any one specific item in particular , but rather refers to anything marijuana related . ",0
531,daink,1.smelly marijuana 2.bad marijuana 3. Smelly pussy . ,0
532,daiper,Very high-grade marijuana ; ; ; a reference to the strong aroma . ; ; more commonly the diminutive is used : ; ; 'died ' or 'die ' ,0
533,daka,"Slang for [weed ] , used in Hobart , [ Tasmania ] , by the Disney dawn ",0
534,dakka,"Dope , marijuana , smoke , ganja , weed , skunk , green . ",0
535,damo,Tagalog word for grass ; marijuana ,0
536,dank-a-dank,"Some pimp ass weed . The kill . This shit will gotcha high , like high ",0
537,dank-o-licious,A cooler alternative to using the word [dank ] . It means high quality and potent marijuana . The best kind to get high with . ,0
538,dankalicious,1 . Really good weed . ; ; 2. ' The stickiest of the icky ' ,0
539,dankbamz,"1 . An excellent quality of marijuana , (aka , [weed ] , [speed ] , [pot ] , etc . ; ; 2. Something that is very good . ",0
540,dankbud,Dank - very good quality . Bud- weed . dank bud- very good quality weed . ,0
541,dankbuds,Fresh marijuana ,0
542,dankdiggity,Word to describe very potent weed . Dank dignity is the absolute best marijuana you can smoke . It is usually rare to find unless you know a grower . ,0
543,dankee,"Pot , weed ,bud , dank . Another slang for marijuana . ",0
544,dankety,"The finest of fine weeds , only held by the official sense of your area , also known as top in the 314 . synonymous with [funky ] . ",0
545,dankies,High potent marijuana that gets you really fucked up ,0
546,danknuggets,"High-grade marijuana , usually in tightly packed bud form or sometimes moistened or hydroponically grown marijuana . See [schwa ] ",0
547,danknugs,A particularly potent form of marijuana that gets one intoxicated well and/or quickly ,0
548,danko,Potent batch of marijuana . ,0
549,dankonia,"Dank ass weed , good buds ",0
550,dankrupt,To be out of marijuana ,0
551,danktafiednugget,"A beautiful , crystal covered , dense [nugget ] of the marijuana . ",0
552,danktank,"A container , usually a glass mason jar , that is used to hold high quality marijuana . The marijuana within also takes on the 'dank tank ' as its primary Nam . ",0
553,dankymcdank,Some really good weed preferably a bomb smell and numerous hairs and/or crystals . ,0
554,dankypank,A fucking good pancake with weed in it . ,0
555,dannyk,"Another word for a high grade strain of marijuana . also , called dank , or kind bud . ",0
556,dartanion,"A cigarette , or marijuana pipe or bong , or a pace of van , or a cell phone . It depends on how high you are ",0
558,de-keef,"v. to remove [keep] ( also , [if] ) from one 's marijuana , often done before sale , as de-keefing removes THC without decreasing weight . It is a very bitchy thing to do , and is typically done with a [keep box ] . ",0
559,deadlandopotimus,A fat lazy person who died either from marijuana or alcohol or from the stench dirty room he lives in ,0
560,deag,A gram of marijuana . ,0
561,deagle,A certain amount of weed that can be purchased for $ 10 (amount varies from place to place ) ,0
562,deamer,A very large dime of that bag .(weed ) ,0
563,deanmeasure,"An underweight bag of weed . After a dealer in [ Tamworth ] named dean , who regularly sold such bags . ",0
565,deanweight,An underweight bag of weed . after a dealer in [ Tamworth ] who regularly sold such bags . ,0
566,deegs,"A deeds is defined as ; ; 1 gram of weed , or a dime bag which is now 1 gram . ",0
567,deemo,A ten dollar [dime bag ] of marijuana . ,0
568,deeze,A code name for marijuana . ,0
569,deeznugget,Best weed ,0
570,dellkid,"Advertising logo for dell , prior to 'the interns . ' ; ; was arrested for possession of marijuana . ",0
571,delta9,Weed . From the compound found in marijuana : delta 9 tetrahydroch ....something or other . ,0
572,deltanine,"Street slang for marijuana derived from its full chemical name , delta-9 tetrahyracannabinol . ( see THC ) ",0
573,denk,A Manchester down-low word for weed ( cannabis ) ,0
574,dennys,A slang word for marijuana used so as not to attract attention from authority figures . ,0
575,derbs,( noun ) a combination of the words 'dank ' and 'herbs ' ; high quality marijuana . ,0
576,deron,A homosexual sexaholic that enjoys the scent of the marijuana . ,0
577,devien,"A rarely used name , of Italian origin . May also be used as a substitute for many insults such as : fag , whore , douche bag etc ; also used on occasions as a substitute for [marijuana ] . ",0
578,devil'slettice,A slang word for marijuana . ,0
579,devil'slettuce,"Weed , ganja , cannabis sensamillia , marijuana , reefer , grass , pot . ",0
580,devilgreen,A common expression referring to marijuana . ,0
581,devilslettuce,"A slang term for marijuana . There is also weed , pot , reefer . Etc. this list goes on , blah blah blah ",0
582,dewmin,"Slang for marijuana used in Jefferson twp new jersey , mostly by [lake Shawnee ] kids . ",0
583,diamondchronic,Very high quality weed known for winning many local [cannabis cup]s ,0
584,diamondgeezer,"One skilled at rolling 'the diamond ' a marijuana cigarette rolled in an artistic fashion , as such to create a diamond shape with three [joint]s lashed together using the gums from [paps ] . ; ; originated in the joint rollers ' handbook , published in the UK ",0
586,diggitydank,"Marijuana that is high enough quality , that it surpasses 'dank ' ; shown with the prefix , 'dignity ' . ",0
587,digiorno,homegrown marijuana ; marijuana harvested in ones back yard or cultivated in one 's basement . ,0
588,digitydank,Proper noun ) ; ; the best marijuana in assistance . ,0
589,dilldash,"A dash ( run ) to be taken by someone who is a [dill ] or a [dill weed ] , in other words telling a dill weed to take a hike . ",0
590,dillion,A joint or marijuana cigarette . ,0
591,dillwad,Akin to [dill weed ] but more derogatory sounding . A [dolt ] [moron ] [danker ] [wank ] [wanker ] [span ] [idiot ] [moron ] [senseless ] ,0
593,dimo,"Another form of [dime bag ] , a baggie with 10 bills worth o ' weed . ",0
594,dirf,Another name for marijuana ,0
596,dirtbud,1.) shitty ass weed (schwa ) ; ; 2.) mark lewandowski ,0
597,dirtmcgirk,A jerk McGuire who buys [dirt McGuire ] weed . ,0
598,dirtmcgirt,Weed that is n't worth smoking.bad weed . ,0
599,disank,"A very potent bag of sung , dank ,weed , or whatever you call the funk . ",0
600,ditchy,"Low-grade , less than stellar , shitty , crappy , rundown . ; ; (orig . ditch weed ) ",0
601,dizum,"A small portion of marijuana , equivalent to 10 used ",0
602,dizzert,"divert=bomb , hit record , pimpin , good weed ( after you smoke u will hizzeel ) ",0
603,dizzle,A slang term for a dime of weed . ,0
604,dizzystick,"[pot ] , [weed ] , cannabis ",0
605,dn's,"Short for dense eggs . In other words , a highly packed bag of (usually ) high-grade marijuana that is not at all fluffy . ",0
606,doadies,"Another term for hydroponic marijuana , ",0
608,dodi,Some bomb ass weed ,0
609,dodie,Pertaining to marijuana ,0
610,dodinski,A derivative of 'into ' or ' India ' . Slang ; higher than average quality marijuana ,0
611,doedoe,Slang term for hydroponic cannabis or weed ,0
613,dogia,"Dank , very potent marijuana ",0
614,doh-doh,Slang for marijuana ,0
615,dohdi,A very high potent hydroponic form of marijuana . ,0
616,dohja,"A ghettoized reference to marijuana . Other known names for this include : purple dank , Mary Jane , weed , green , etc . ",0
617,doichy,A duchy is an alternative word for a [joint ] ( a cigarette with weed in it ) ; ; it 's actually pronounced like doy-t-chi ; ; this word is usually followed by the words 'my friend ' ,0
618,doingthedoo's,"To partake in the smoking of cannabis , smoke pot , toke weed etc . ; ; origin : dovecot , Liverpool , slang ",0
619,doja,An extremely strong form of marijuana that is laced . High usually last for 5 to 7 hours . ,0
620,dojaberries,Round buds of aromatic marijuana usually fruity and pungent ,0
621,dojee,Another word for weed ,0
622,dojer,"Another word for weed , usually meaning high quality ",0
623,dolan,"A huge tool- can be found hitting on athletes at the local gym or bragging about how much marijuana he smokes ... probably gay but in denial , loves the BC eagles ",0
624,dolge,"Yet another word for weed . Comes from Dole and cabana , Dole and cannabis , or just Dodge ",0
625,dollywho,A company that markets and distributes trickier and other marijuana laced eatables to medical marijuana patients . ,0
626,domedout,Completely baked ; filled with marijuana smoke ,0
627,donnydash,"Slang word referring to hash , a bi-product of marijuana , used when trying to keep smoking activities on the 'down-low ' . ; ; commonly shortened to ' Donny d ' . ",0
628,doobage,Slang term for [weed ] . ,0
629,doobar,A marijuana joint or blunt . ,0
631,doobee,A joint of marijuana ,0
632,doober,A marijuana cigarette . A variation of [newbie] . ,0
633,doobersnack,"A marijuana cigarette , or simply a quantity of marijuana . ",0
634,doobey,Another word for a marijuana joint . ,0
635,doobiesnack,It 's a brownie filled with the gonna . You know what gonna is right ?(weed ) ,0
636,doobskie,A quite small marijuana joint ,0
637,doobstick,1 . An act of incredibly randomness and spontaneity . ; ; 2. A chronic blunt wrapped in a marijuana leaf . ,0
638,doodoo,"Fire ass weed , kill , top flight ",0
639,doof,"Marijuana , or a marijuana joint . ",0
640,doogets,Slang term for high-grade marijuana . ,0
641,dooglization,That good [push ] or good [weed ] ,0
642,doolers,"Slang term used for marijuana , started as i-5 weed slang . ",0
643,doowop,"Two hollowed out cigars , filled with marijuana and made into a 'double [blunt ] ' ; a [blunt ] twice the length of a typical one . ",0
645,dorito,"1.) snack chip , known well for it 's 'disability ' and 'crunchiness . ' well-known by users of marijuana . ",0
646,doseja,Definition used as a slang term for marijuana by loser ass hicks that have nothing better to do than making fun of smoking the 'dose ' ,0
647,dosha,The proper name for marijuana . ( pot ) ,0
648,doshe,"Another name for marijuana , or pot ",0
649,dosia,"Really good weed , chronic ",0
650,doszha,The substance also known as Mary Jane or weed . ,0
651,doubee,The word double refers to the joint that one rolls after purchasing some bush weed ,0
652,doubledisccd,Are dub bags of weed ,0
653,doubledutch,when u have so much weed that u need 2 Dutch cigars to roll a blunt . ,0
654,doublegreenz,"Double green , is a record label , and was created by the label to stand for money and weed ",0
656,douggiefresh,"Weed , ironic , ice cream , hydro , so on and so forth ",0
657,doughtyflame,Doughty flame is used when talking about a hookup . ; ; talked about when getting weed . ,0
658,douja,Weed marijuana Mary Jane ,0
659,doujsa,"Weed , do ",0
660,doutii,Another word of the substance called 'marijuana ' ,0
661,doverbeasters,"n . One of two weed plants glen was growing out in the back yard . We think our neighbors stole one of them . definitely smoother than swag , but you still had to smoke like 2 joints worth by yourself to get high . ",0
